4112,38.500000,141.000000,1.300000,1
4113,34.580000,135.250000,0.600000,1
4114,33.550000,135.110000,0.700000,1
4115,39.040000,141.430000,1.500000,2
4115,39.050000,141.400000,0.800000,1
4115,39.290000,141.170000,0.700000,1
4115,38.530000,141.340000,1.200000,1
4115,38.410000,141.270000,1.100000,1
4116,34.110000,139.080000,2.000000,2
4116,34.120000,139.080000,1.900000,2
4117,31.500000,130.190000,0.800000,1
4118,37.490000,139.190000,0.900000,1
4118,37.460000,139.140000,0.600000,1
4118,37.430000,139.230000,1.400000,1
4118,37.410000,139.270000,0.600000,1
4119,43.290000,144.270000,1.300000,1
4119,42.590000,144.230000,1.200000,1
4119,43.000000,144.420000,1.100000,1
4119,43.350000,144.430000,1.300000,1
4119,43.240000,145.070000,0.700000,1
4120,35.260000,137.010000,0.500000,1
4121,32.080000,131.300000,0.600000,1
4121,31.320000,131.220000,0.900000,1
4121,31.280000,131.130000,0.700000,1
4122,35.530000,139.110000,1.500000,2
4122,35.470000,139.160000,1.100000,1
4123,43.240000,145.070000,0.500000,1
4123,43.200000,145.350000,1.400000,1
4124,34.380000,136.060000,1.700000,2
4124,35.010000,135.510000,1.500000,2
4124,35.010000,135.450000,2.300000,2
4124,35.010000,135.440000,2.100000,2
4124,35.090000,135.380000,2.300000,2
4124,34.530000,135.480000,1.500000,2
4124,34.510000,135.470000,1.600000,2
4124,34.520000,135.420000,1.700000,2
4124,34.530000,135.440000,2.000000,2
4124,34.510000,135.510000,1.900000,2
4124,34.530000,135.400000,1.500000,2
4124,34.420000,135.500000,1.500000,2
4124,34.410000,135.480000,1.700000,2
4124,34.430000,136.030000,1.500000,2
4124,34.370000,135.570000,1.700000,2
4124,34.290000,135.560000,1.900000,2
4124,34.430000,136.230000,0.500000,1
4124,34.390000,136.260000,0.700000,1
4124,34.380000,136.200000,0.800000,1
4124,34.460000,136.080000,1.000000,1
4124,34.460000,136.030000,0.700000,1
4124,34.500000,136.110000,1.000000,1
4124,34.460000,136.130000,0.900000,1
4124,35.080000,136.060000,0.900000,1
4124,34.580000,136.100000,0.600000,1
4124,35.010000,135.340000,1.300000,1
4124,34.570000,135.420000,1.200000,1
4124,34.560000,135.420000,1.300000,1
4124,34.540000,135.410000,1.200000,1
4124,34.490000,135.460000,1.100000,1
4124,34.480000,135.480000,1.200000,1
4124,34.460000,135.560000,0.900000,1
4124,34.480000,135.540000,0.700000,1
4124,34.460000,135.470000,0.800000,1
4124,34.460000,136.000000,0.900000,1
4124,35.040000,135.320000,0.500000,1
