49592,3,36.412800,140.376400,6.440000,2.600000
49593,7,36.420500,140.375000,6.550000,3.200000
49594,1,33.021700,129.549600,11.330000,2.600000
49595,2,33.151500,139.275900,11.980000,3.700000
49596,1,29.382400,129.579200,13.180000,2.900000
49597,158,36.384900,140.563100,48.850000,4.200000
49598,13,36.035700,139.558700,45.680000,3.100000
49599,2,34.432100,139.256000,0.000000,2.400000
49600,16,37.089700,141.205400,55.510000,3.900000
49601,34,35.211100,140.333000,23.170000,3.900000
49602,1,35.211800,140.343700,25.490000,2.900000
49603,278,35.210600,140.341100,26.430000,5.000000
49604,16,35.215600,140.323200,24.910000,3.500000
49605,2,35.234300,140.331800,27.050000,3.000000
49606,16,34.520000,137.041300,38.710000,3.100000
49607,3,34.432800,139.248400,0.570000,2.700000
49608,5,34.076800,135.081800,5.940000,2.800000
49609,85,36.017700,140.053400,62.540000,3.800000
49610,1,37.310800,141.270100,48.550000,3.600000
49611,7,35.224000,140.316000,27.330000,3.100000
49612,14,38.321000,141.429500,53.910000,3.800000
49613,28,32.039900,130.562800,8.180000,3.500000
49614,12,35.144100,134.543800,7.220000,3.300000
49615,22,37.012900,143.204200,0.500000,5.600000
49616,1,33.248500,132.212700,46.320000,2.900000
49617,5,38.463300,142.048100,36.990000,3.800000
49618,1,38.556100,142.046300,53.590000,3.100000
49619,1,39.326400,140.374400,4.100000,2.000000
49620,7,33.317100,139.303200,27.810000,4.600000
49621,1,35.097900,140.340200,15.970000,2.700000
49622,24,39.328900,141.560800,95.690000,3.900000
49623,122,36.418700,140.270800,75.850000,3.900000
49624,1,41.061600,141.154800,6.360000,2.000000
49625,42,34.267500,132.410500,31.690000,3.400000
49626,1,35.214400,138.573800,5.780000,1.900000
49627,19,36.137300,138.489100,142.440000,3.700000
49628,8,37.039500,141.114400,49.200000,3.600000
49629,2,39.014300,142.230800,32.580000,3.900000
49630,25,37.315400,141.344100,42.250000,3.900000
49631,2,32.573400,130.566400,11.230000,2.700000
49632,3,36.462500,140.345200,7.830000,3.200000
49633,40,35.231500,140.204700,25.480000,3.800000
49634,13,39.113300,142.186100,35.780000,3.900000
49635,32,36.207700,140.027400,70.080000,3.500000
49636,2,40.210100,142.108000,44.700000,3.500000
49637,2,39.009700,140.516700,6.830000,3.200000
49638,1,34.451300,139.138100,7.430000,2.500000
49639,33,38.506500,142.068400,44.090000,4.000000
49640,21,24.347300,123.275300,69.710000,5.500000
49641,392,36.473100,140.348600,6.640000,4.600000
49642,3,37.060900,138.407200,11.040000,2.400000
49643,2,42.425100,141.168100,0.000000,2.700000
49644,1,36.409300,140.378200,6.700000,2.100000
49645,6,35.231000,140.205700,25.820000,3.000000
49646,79,42.035600,142.387700,60.210000,4.700000
49647,19,36.568200,141.264100,34.500000,4.200000
49648,1,35.550900,137.360900,11.510000,2.700000
49649,1,35.181100,138.230400,25.890000,2.600000
49650,12,32.558200,131.218900,114.120000,3.700000
49651,1,33.185200,131.281400,0.600000,0.800000
49652,2,37.010400,138.417500,8.830000,2.600000
49653,5,28.210400,129.282000,26.990000,3.200000
49654,6,36.415800,140.373100,5.420000,3.100000
49655,1,35.269700,139.416900,34.880000,2.400000
49656,3,36.448300,140.351100,9.750000,2.800000
49657,48,38.552600,141.557800,50.980000,4.000000
49658,2,28.006100,130.177700,34.170000,3.500000
49659,1,41.287300,141.589900,63.680000,3.300000
49660,1,42.474300,144.484200,46.370000,3.300000
